Date,PetrolPump_Name,Location,Product_Type,Quantity,Rate_per_KL ,Total_Amount,PO_Number,PO_Date,Dispatch_Date,Invoice_No.,Payment_Status,Remarks,Stockout_Flag,Dispatch_Time_hrs,Delivered_On_Time,Tank_Temp_C,Tank_Temp_Alert,Sludge_Level_%,Sludge_Alert,Tank_Cleaning_Scheduled
18-05-2025,SpeedWay Fuels,Sagar,HSD (Diesel),16,74000,1184000,IOCL/SAG/12531,17-05-2025,18-05-2025,INV12531,Paid,Delivered on time,No,24,Yes,41.8,No,6.9,No,Not Scheduled
10-05-2025,XYZ Petroleum,Katni,MS (Petrol),25,81500,2037500,IOCL/KAT/12532,05-05-2025,10-05-2025,INV12532,Paid,Cancelled due to issue,No,120,No,43.4,No,1.5,No,Not Scheduled
22-05-2025,SpeedWay Fuels,Sagar,HSD (Diesel),25,79000,1975000,IOCL/SAG/12533,18-05-2025,22-05-2025,INV12533,Pending,Delivered on time,Yes,96,No,47.5,No,3.8,No,Not Scheduled
26-05-2025,Highway Pumps,Katni,HSD (Diesel),30,79000,2370000,IOCL/KAT/12534,21-05-2025,26-05-2025,INV12534,Paid,Cancelled due to issue,No,120,No,52.6,No,2.3,No,Not Scheduled
15-05-2025,ABC Fuels,Jabalpur,XP95,16,74000,1184000,IOCL/JAB/12535,13-05-2025,15-05-2025,INV12535,Pending,Partially delivered,No,48,Yes,50.5,No,6.2,No,Not Scheduled
03-05-2025,SpeedWay Fuels,Narsinghpur,XP100,16,79000,1264000,IOCL/NAR/12536,01-05-2025,03-05-2025,INV12536,Pending,Cancelled due to issue,No,48,Yes,51.8,No,7,No,Scheduled
18-05-2025,XYZ Petroleum,Chhindwara,XP95,8,81500,652000,IOCL/CHH/12537,13-05-2025,18-05-2025,INV12537,Paid,Awaiting payment,No,120,No,45.3,No,7.5,Yes,Not Scheduled
01-05-2025,XYZ Petroleum,Narsinghpur,XP100,27,72500,1957500,IOCL/NAR/12538,30-04-2025,01-05-2025,INV12538,Paid,Delivered on time,No,24,Yes,46.1,No,3.3,No,Not Scheduled
17-05-2025,ABC Fuels,Jabalpur,MS (Petrol),7,79000,553000,IOCL/JAB/12539,12-05-2025,17-05-2025,INV12539,Paid,Delivered on time,No,120,No,45.9,No,1.8,No,Not Scheduled
24-05-2025,Highway Pumps,Mandla,XP95,15,79000,1185000,IOCL/MAN/12540,20-05-2025,24-05-2025,INV12540,Pending,Awaiting payment,No,96,No,42.9,No,1.7,No,Not Scheduled
10-05-2025,XYZ Petroleum,Seoni,MS (Petrol),12,72500,870000,IOCL/SEO/12541,08-05-2025,10-05-2025,INV12541,Paid,Delivered on time,No,48,Yes,40.9,No,4.8,No,Not Scheduled
18-05-2025,Highway Pumps,Seoni,XP100,23,79000,1817000,IOCL/SEO/12542,13-05-2025,18-05-2025,INV12542,Paid,Partially delivered,No,120,No,48.9,No,9.5,Yes,Not Scheduled
19-05-2025,Bharat Filling Station,Jabalpur,XP95,17,81500,1385500,IOCL/JAB/12543,17-05-2025,19-05-2025,INV12543,Paid,Cancelled due to issue,No,48,Yes,54.8,No,3,No,Not Scheduled
29-05-2025,Bharat Filling Station,Damoh,XP95,29,79000,2291000,IOCL/DAM/12544,25-05-2025,29-05-2025,INV12544,Paid,Cancelled due to issue,No,96,No,42.5,No,3.3,No,Not Scheduled
04-05-2025,Highway Pumps,Seoni,HSD (Diesel),25,74000,1850000,IOCL/SEO/12545,01-05-2025,04-05-2025,INV12545,Pending,Cancelled due to issue,No,72,Yes,40.7,No,1.9,No,Not Scheduled
28-05-2025,SpeedWay Fuels,Mandla,HSD (Diesel),24,72500,1740000,IOCL/MAN/12546,24-05-2025,28-05-2025,INV12546,Pending,Delivered on time,Yes,96,No,51.7,No,6.5,No,Not Scheduled
19-05-2025,Highway Pumps,Mandla,MS (Petrol),6,81500,489000,IOCL/MAN/12547,17-05-2025,19-05-2025,INV12547,Pending,Partially delivered,No,48,Yes,43.8,No,7.1,Yes,Not Scheduled
13-05-2025,Bharat Filling Station,Damoh,XP100,10,79000,790000,IOCL/DAM/12548,10-05-2025,13-05-2025,INV12548,Pending,Cancelled due to issue,No,72,Yes,52.4,No,6.8,No,Not Scheduled
30-05-2025,ABC Fuels,Seoni,MS (Petrol),28,79000,2212000,IOCL/SEO/12549,28-05-2025,30-05-2025,INV12549,Paid,Awaiting payment,Yes,48,Yes,50.6,No,8.8,Yes,Not Scheduled
15-05-2025,Bharat Filling Station,Mandla,MS (Petrol),26,72500,1885000,IOCL/MAN/12550,10-05-2025,15-05-2025,INV12550,Paid,Delivered on time,No,120,No,54.2,No,5.4,No,Not Scheduled
05-05-2025,ABC Fuels,Narsinghpur,MS (Petrol),29,72500,2102500,IOCL/NAR/12551,02-05-2025,05-05-2025,INV12551,Paid,Awaiting payment,No,72,Yes,46.1,No,2.2,No,Scheduled
21-05-2025,ABC Fuels,Damoh,MS (Petrol),17,79000,1343000,IOCL/DAM/12552,20-05-2025,21-05-2025,INV12552,Pending,Partially delivered,No,24,Yes,49.9,No,3.6,No,Not Scheduled
27-05-2025,Highway Pumps,Katni,XP95,10,74000,740000,IOCL/KAT/12553,23-05-2025,27-05-2025,INV12553,Paid,Delivered on time,No,96,No,47,No,7,No,Not Scheduled
25-05-2025,Highway Pumps,Chhindwara,XP100,16,72500,1160000,IOCL/CHH/12554,20-05-2025,25-05-2025,INV12554,Paid,Delivered on time,Yes,120,No,49.5,No,6.5,No,Not Scheduled
07-05-2025,XYZ Petroleum,Narsinghpur,XP100,5,81500,407500,IOCL/NAR/12555,05-05-2025,07-05-2025,INV12555,Pending,Cancelled due to issue,No,48,Yes,46.7,No,5.8,No,Not Scheduled
17-05-2025,XYZ Petroleum,Mandla,MS (Petrol),18,81500,1467000,IOCL/MAN/12556,14-05-2025,17-05-2025,INV12556,Pending,Cancelled due to issue,No,72,Yes,42.8,No,7.1,Yes,Not Scheduled
09-05-2025,ABC Fuels,Seoni,HSD (Diesel),30,74000,2220000,IOCL/SEO/12557,07-05-2025,09-05-2025,INV12557,Paid,Awaiting payment,No,48,Yes,47.6,No,6.7,No,Not Scheduled
18-05-2025,SpeedWay Fuels,Damoh,MS (Petrol),19,81500,1548500,IOCL/DAM/12558,14-05-2025,18-05-2025,INV12558,Paid,Delivered on time,Yes,96,No,47.9,No,8.9,Yes,Not Scheduled
24-05-2025,Bharat Filling Station,Damoh,XP95,22,74000,1628000,IOCL/DAM/12559,23-05-2025,24-05-2025,INV12559,Pending,Partially delivered,No,24,Yes,52.2,No,6.3,No,Not Scheduled
25-05-2025,Bharat Filling Station,Damoh,XP100,22,74000,1628000,IOCL/DAM/12560,23-05-2025,25-05-2025,INV12560,Pending,Awaiting payment,No,48,Yes,51,No,8,Yes,Not Scheduled
03-05-2025,ABC Fuels,Narsinghpur,MS (Petrol),16,79000,1264000,IOCL/NAR/12561,28-04-2025,03-05-2025,INV12561,Paid,Awaiting payment,No,120,No,50,No,3.2,No,Not Scheduled
23-05-2025,ABC Fuels,Seoni,XP100,22,72500,1595000,IOCL/SEO/12562,20-05-2025,23-05-2025,INV12562,Paid,Awaiting payment,Yes,72,Yes,41.7,No,7.1,Yes,Not Scheduled
30-05-2025,Highway Pumps,Damoh,HSD (Diesel),26,81500,2119000,IOCL/DAM/12563,26-05-2025,30-05-2025,INV12563,Paid,Cancelled due to issue,Yes,96,No,50.8,No,9.1,Yes,Scheduled
16-05-2025,SpeedWay Fuels,Narsinghpur,XP95,27,79000,2133000,IOCL/NAR/12564,13-05-2025,16-05-2025,INV12564,Pending,Partially delivered,No,72,Yes,47.5,No,4.5,No,Not Scheduled
21-05-2025,ABC Fuels,Chhindwara,HSD (Diesel),12,72500,870000,IOCL/CHH/12565,18-05-2025,21-05-2025,INV12565,Pending,Cancelled due to issue,No,72,Yes,53.4,No,8,Yes,Not Scheduled
07-05-2025,ABC Fuels,Katni,MS (Petrol),14,74000,1036000,IOCL/KAT/12566,03-05-2025,07-05-2025,INV12566,Pending,Partially delivered,No,96,No,53.8,No,7.5,Yes,Not Scheduled
20-05-2025,XYZ Petroleum,Sagar,XP95,18,79000,1422000,IOCL/SAG/12567,17-05-2025,20-05-2025,INV12567,Paid,Delivered on time,No,72,Yes,40.8,No,1.5,No,Not Scheduled
26-05-2025,Bharat Filling Station,Jabalpur,HSD (Diesel),11,79000,869000,IOCL/JAB/12568,21-05-2025,26-05-2025,INV12568,Pending,Cancelled due to issue,No,120,No,52.3,No,6.2,No,Not Scheduled
05-05-2025,XYZ Petroleum,Sagar,MS (Petrol),27,81500,2200500,IOCL/SAG/12569,02-05-2025,05-05-2025,INV12569,Paid,Awaiting payment,No,72,Yes,40.6,No,2.2,No,Not Scheduled
16-05-2025,Bharat Filling Station,Katni,MS (Petrol),17,79000,1343000,IOCL/KAT/12570,14-05-2025,16-05-2025,INV12570,Paid,Delivered on time,No,48,Yes,45.5,No,9.7,Yes,Not Scheduled
06-05-2025,Bharat Filling Station,Seoni,XP100,10,72500,725000,IOCL/SEO/12571,02-05-2025,06-05-2025,INV12571,Paid,Cancelled due to issue,No,96,No,48.1,No,8.3,Yes,Not Scheduled
14-05-2025,Bharat Filling Station,Mandla,XP100,6,81500,489000,IOCL/MAN/12572,09-05-2025,14-05-2025,INV12572,Pending,Delivered on time,No,120,No,42.2,No,2,No,Not Scheduled
24-05-2025,Bharat Filling Station,Katni,XP100,26,79000,2054000,IOCL/KAT/12573,22-05-2025,24-05-2025,INV12573,Paid,Partially delivered,No,48,Yes,51.2,No,2.1,No,Scheduled
14-05-2025,XYZ Petroleum,Narsinghpur,XP95,30,72500,2175000,IOCL/NAR/12574,12-05-2025,14-05-2025,INV12574,Paid,Delivered on time,No,48,Yes,40.1,No,6.4,No,Not Scheduled
28-05-2025,Bharat Filling Station,Katni,XP100,5,72500,362500,IOCL/KAT/12575,27-05-2025,28-05-2025,INV12575,Paid,Awaiting payment,No,24,Yes,42.5,No,4.1,No,Not Scheduled
06-05-2025,ABC Fuels,Narsinghpur,XP95,12,74000,888000,IOCL/NAR/12576,04-05-2025,06-05-2025,INV12576,Paid,Awaiting payment,No,48,Yes,48.7,No,1.3,No,Scheduled
19-05-2025,Highway Pumps,Damoh,HSD (Diesel),21,72500,1522500,IOCL/DAM/12577,16-05-2025,19-05-2025,INV12577,Pending,Cancelled due to issue,No,72,Yes,50.7,No,5.9,No,Scheduled
03-05-2025,ABC Fuels,Chhindwara,HSD (Diesel),7,79000,553000,IOCL/CHH/12578,29-04-2025,03-05-2025,INV12578,Paid,Partially delivered,No,96,No,53.7,No,4.5,No,Scheduled
26-05-2025,SpeedWay Fuels,Chhindwara,HSD (Diesel),29,72500,2102500,IOCL/CHH/12579,22-05-2025,26-05-2025,INV12579,Paid,Delivered on time,No,96,No,50.6,No,1.9,No,Not Scheduled
26-05-2025,Highway Pumps,Sagar,XP95,6,81500,489000,IOCL/SAG/12580,21-05-2025,26-05-2025,INV12580,Pending,Cancelled due to issue,No,120,No,50.1,No,8.2,Yes,Not Scheduled
23-05-2025,ABC Fuels,Sagar,MS (Petrol),19,74000,1406000,IOCL/SAG/12581,22-05-2025,23-05-2025,INV12581,Pending,Delivered on time,No,24,Yes,45.9,No,9.2,Yes,Not Scheduled
08-05-2025,ABC Fuels,Damoh,MS (Petrol),27,79000,2133000,IOCL/DAM/12582,05-05-2025,08-05-2025,INV12582,Paid,Cancelled due to issue,No,72,Yes,40,No,7.8,Yes,Scheduled
27-05-2025,XYZ Petroleum,Seoni,XP100,30,72500,2175000,IOCL/SEO/12583,24-05-2025,27-05-2025,INV12583,Paid,Partially delivered,No,72,Yes,41.8,No,8.4,Yes,Not Scheduled
30-05-2025,Highway Pumps,Katni,XP95,29,79000,2291000,IOCL/KAT/12584,26-05-2025,30-05-2025,INV12584,Pending,Cancelled due to issue,No,96,No,48,No,2.9,No,Not Scheduled
18-05-2025,Highway Pumps,Sagar,XP100,17,79000,1343000,IOCL/SAG/12585,14-05-2025,18-05-2025,INV12585,Paid,Partially delivered,No,96,No,50.1,No,3.4,No,Not Scheduled
06-05-2025,ABC Fuels,Mandla,HSD (Diesel),5,72500,362500,IOCL/MAN/12586,05-05-2025,06-05-2025,INV12586,Paid,Cancelled due to issue,Yes,24,Yes,46.3,No,2.9,No,Not Scheduled
09-05-2025,Highway Pumps,Seoni,XP95,20,72500,1450000,IOCL/SEO/12587,08-05-2025,09-05-2025,INV12587,Pending,Awaiting payment,No,24,Yes,51,No,7.9,Yes,Not Scheduled
17-05-2025,XYZ Petroleum,Narsinghpur,MS (Petrol),9,79000,711000,IOCL/NAR/12588,12-05-2025,17-05-2025,INV12588,Paid,Awaiting payment,No,120,No,47.8,No,9.5,Yes,Not Scheduled
16-05-2025,XYZ Petroleum,Sagar,MS (Petrol),11,74000,814000,IOCL/SAG/12589,13-05-2025,16-05-2025,INV12589,Pending,Delivered on time,No,72,Yes,41.1,No,7.5,Yes,Not Scheduled
04-05-2025,SpeedWay Fuels,Damoh,HSD (Diesel),20,81500,1630000,IOCL/DAM/12590,30-04-2025,04-05-2025,INV12590,Pending,Cancelled due to issue,No,96,No,42.9,No,8.9,Yes,Not Scheduled
18-05-2025,Highway Pumps,Sagar,HSD (Diesel),6,72500,435000,IOCL/SAG/12591,17-05-2025,18-05-2025,INV12591,Paid,Partially delivered,No,24,Yes,52.6,No,6.7,No,Not Scheduled
20-05-2025,ABC Fuels,Katni,XP100,10,79000,790000,IOCL/KAT/12592,16-05-2025,20-05-2025,INV12592,Paid,Awaiting payment,No,96,No,50.9,No,4.5,No,Not Scheduled
21-05-2025,SpeedWay Fuels,Seoni,HSD (Diesel),14,72500,1015000,IOCL/SEO/12593,19-05-2025,21-05-2025,INV12593,Pending,Cancelled due to issue,No,48,Yes,53.4,No,4.8,No,Not Scheduled
31-05-2025,ABC Fuels,Seoni,XP95,27,79000,2133000,IOCL/SEO/12594,28-05-2025,31-05-2025,INV12594,Paid,Delivered on time,No,72,Yes,41.8,No,1.7,No,Not Scheduled
17-05-2025,SpeedWay Fuels,Chhindwara,XP100,29,79000,2291000,IOCL/CHH/12595,13-05-2025,17-05-2025,INV12595,Pending,Delivered on time,No,96,No,54.9,No,1.3,No,Not Scheduled
31-05-2025,ABC Fuels,Seoni,MS (Petrol),28,74000,2072000,IOCL/SEO/12596,29-05-2025,31-05-2025,INV12596,Pending,Delivered on time,No,48,Yes,43.1,No,7.3,Yes,Not Scheduled
22-05-2025,SpeedWay Fuels,Mandla,XP95,17,79000,1343000,IOCL/MAN/12597,21-05-2025,22-05-2025,INV12597,Paid,Awaiting payment,No,24,Yes,40.2,No,4.9,No,Scheduled
21-05-2025,XYZ Petroleum,Katni,XP95,27,79000,2133000,IOCL/KAT/12598,20-05-2025,21-05-2025,INV12598,Pending,Awaiting payment,No,24,Yes,55,No,6,No,Not Scheduled
20-05-2025,XYZ Petroleum,Seoni,XP100,28,79000,2212000,IOCL/SEO/12599,17-05-2025,20-05-2025,INV12599,Pending,Delivered on time,No,72,Yes,44.2,No,6,No,Not Scheduled
03-05-2025,Highway Pumps,Chhindwara,MS (Petrol),12,81500,978000,IOCL/CHH/12600,02-05-2025,03-05-2025,INV12600,Paid,Delivered on time,No,24,Yes,50,No,3.5,No,Not Scheduled
14-05-2025,XYZ Petroleum,Damoh,XP100,6,79000,474000,IOCL/DAM/12601,11-05-2025,14-05-2025,INV12601,Pending,Delivered on time,Yes,72,Yes,42.7,No,5.3,No,Not Scheduled
06-05-2025,Bharat Filling Station,Chhindwara,MS (Petrol),7,72500,507500,IOCL/CHH/12602,01-05-2025,06-05-2025,INV12602,Paid,Cancelled due to issue,No,120,No,48.7,No,5.2,No,Scheduled
06-05-2025,Highway Pumps,Chhindwara,XP95,18,72500,1305000,IOCL/CHH/12603,02-05-2025,06-05-2025,INV12603,Paid,Partially delivered,No,96,No,53.6,No,4.5,No,Not Scheduled
04-05-2025,Bharat Filling Station,Sagar,XP100,5,79000,395000,IOCL/SAG/12604,30-04-2025,04-05-2025,INV12604,Pending,Delivered on time,Yes,96,No,44.8,No,8.4,Yes,Scheduled
03-05-2025,Bharat Filling Station,Narsinghpur,MS (Petrol),7,72500,507500,IOCL/NAR/12605,29-04-2025,03-05-2025,INV12605,Pending,Cancelled due to issue,No,96,No,50.1,No,5.1,No,Not Scheduled
10-05-2025,SpeedWay Fuels,Seoni,MS (Petrol),5,81500,407500,IOCL/SEO/12606,07-05-2025,10-05-2025,INV12606,Paid,Awaiting payment,Yes,72,Yes,42.8,No,6.4,No,Scheduled
23-05-2025,XYZ Petroleum,Sagar,HSD (Diesel),13,74000,962000,IOCL/SAG/12607,18-05-2025,23-05-2025,INV12607,Pending,Delivered on time,No,120,No,49.4,No,9.1,Yes,Not Scheduled
17-05-2025,ABC Fuels,Sagar,XP100,15,81500,1222500,IOCL/SAG/12608,12-05-2025,17-05-2025,INV12608,Pending,Awaiting payment,No,120,No,45,No,8.8,Yes,Not Scheduled
09-05-2025,SpeedWay Fuels,Damoh,XP100,13,74000,962000,IOCL/DAM/12609,07-05-2025,09-05-2025,INV12609,Paid,Cancelled due to issue,Yes,48,Yes,43.2,No,9,Yes,Not Scheduled
26-05-2025,SpeedWay Fuels,Narsinghpur,XP95,21,74000,1554000,IOCL/NAR/12610,25-05-2025,26-05-2025,INV12610,Paid,Awaiting payment,No,24,Yes,44.7,No,3.4,No,Scheduled
26-05-2025,Bharat Filling Station,Damoh,HSD (Diesel),26,81500,2119000,IOCL/DAM/12611,23-05-2025,26-05-2025,INV12611,Pending,Awaiting payment,Yes,72,Yes,42.7,No,1.3,No,Not Scheduled
09-05-2025,Bharat Filling Station,Mandla,HSD (Diesel),28,72500,2030000,IOCL/MAN/12612,04-05-2025,09-05-2025,INV12612,Pending,Awaiting payment,No,120,No,53.5,No,3.3,No,Not Scheduled
10-05-2025,ABC Fuels,Seoni,MS (Petrol),19,74000,1406000,IOCL/SEO/12613,06-05-2025,10-05-2025,INV12613,Pending,Awaiting payment,No,96,No,46,No,3.5,No,Not Scheduled
10-05-2025,Highway Pumps,Jabalpur,MS (Petrol),9,72500,652500,IOCL/JAB/12614,05-05-2025,10-05-2025,INV12614,Paid,Cancelled due to issue,No,120,No,43.7,No,9.2,Yes,Not Scheduled
22-05-2025,ABC Fuels,Chhindwara,XP100,19,72500,1377500,IOCL/CHH/12615,21-05-2025,22-05-2025,INV12615,Paid,Awaiting payment,No,24,Yes,46.7,No,6.8,No,Not Scheduled
10-05-2025,XYZ Petroleum,Jabalpur,HSD (Diesel),20,74000,1480000,IOCL/JAB/12616,06-05-2025,10-05-2025,INV12616,Paid,Cancelled due to issue,No,96,No,44.8,No,1.7,No,Not Scheduled
10-05-2025,Highway Pumps,Damoh,XP95,8,81500,652000,IOCL/DAM/12617,05-05-2025,10-05-2025,INV12617,Paid,Partially delivered,No,120,No,51.2,No,2.2,No,Not Scheduled
21-05-2025,ABC Fuels,Jabalpur,HSD (Diesel),5,72500,362500,IOCL/JAB/12618,20-05-2025,21-05-2025,INV12618,Paid,Awaiting payment,No,24,Yes,54.6,No,2.4,No,Not Scheduled
02-05-2025,ABC Fuels,Narsinghpur,XP95,22,72500,1595000,IOCL/NAR/12619,29-04-2025,02-05-2025,INV12619,Paid,Delivered on time,No,72,Yes,46.6,No,6.7,No,Scheduled
03-05-2025,Bharat Filling Station,Seoni,MS (Petrol),8,79000,632000,IOCL/SEO/12620,28-04-2025,03-05-2025,INV12620,Paid,Awaiting payment,No,120,No,52.9,No,7.6,Yes,Scheduled
15-05-2025,XYZ Petroleum,Chhindwara,XP95,14,74000,1036000,IOCL/CHH/12621,11-05-2025,15-05-2025,INV12621,Pending,Partially delivered,No,96,No,48.5,No,8.7,Yes,Not Scheduled
11-05-2025,ABC Fuels,Sagar,XP95,18,72500,1305000,IOCL/SAG/12622,08-05-2025,11-05-2025,INV12622,Paid,Awaiting payment,No,72,Yes,42.4,No,9.5,Yes,Not Scheduled
30-05-2025,SpeedWay Fuels,Sagar,XP100,14,81500,1141000,IOCL/SAG/12623,29-05-2025,30-05-2025,INV12623,Paid,Partially delivered,No,24,Yes,50.4,No,2.8,No,Not Scheduled
17-05-2025,ABC Fuels,Chhindwara,MS (Petrol),27,72500,1957500,IOCL/CHH/12624,12-05-2025,17-05-2025,INV12624,Paid,Awaiting payment,No,120,No,47.7,No,3.8,No,Not Scheduled
31-05-2025,Highway Pumps,Narsinghpur,XP95,18,72500,1305000,IOCL/NAR/12625,26-05-2025,31-05-2025,INV12625,Pending,Cancelled due to issue,No,120,No,49.8,No,3.2,No,Not Scheduled
18-05-2025,XYZ Petroleum,Katni,XP100,17,81500,1385500,IOCL/KAT/12626,13-05-2025,18-05-2025,INV12626,Paid,Cancelled due to issue,No,120,No,53.3,No,4.2,No,Not Scheduled
24-05-2025,Highway Pumps,Narsinghpur,XP100,26,72500,1885000,IOCL/NAR/12627,19-05-2025,24-05-2025,INV12627,Pending,Cancelled due to issue,No,120,No,46.6,No,9.2,Yes,Not Scheduled
12-05-2025,SpeedWay Fuels,Chhindwara,XP100,16,81500,1304000,IOCL/CHH/12628,08-05-2025,12-05-2025,INV12628,Pending,Cancelled due to issue,No,96,No,53.5,No,6.2,No,Not Scheduled
16-05-2025,Highway Pumps,Sagar,MS (Petrol),27,72500,1957500,IOCL/SAG/12629,15-05-2025,16-05-2025,INV12629,Pending,Partially delivered,No,24,Yes,51.3,No,7.6,Yes,Not Scheduled
02-05-2025,Bharat Filling Station,Sagar,MS (Petrol),11,74000,814000,IOCL/SAG/12630,28-04-2025,02-05-2025,INV12630,Paid,Awaiting payment,No,96,No,47.3,No,5.4,No,Not Scheduled
19-05-2025,SpeedWay Fuels,Seoni,XP100,29,79000,2291000,IOCL/SEO/12631,18-05-2025,19-05-2025,INV12631,Paid,Cancelled due to issue,No,24,Yes,49,No,1.3,No,Not Scheduled
16-05-2025,SpeedWay Fuels,Sagar,XP100,6,81500,489000,IOCL/SAG/12632,14-05-2025,16-05-2025,INV12632,Pending,Partially delivered,Yes,48,Yes,44.9,No,1.6,No,Not Scheduled
27-05-2025,ABC Fuels,Sagar,XP95,9,72500,652500,IOCL/SAG/12633,23-05-2025,27-05-2025,INV12633,Paid,Awaiting payment,No,96,No,54.8,No,5.8,No,Not Scheduled
03-05-2025,XYZ Petroleum,Seoni,HSD (Diesel),25,79000,1975000,IOCL/SEO/12634,28-04-2025,03-05-2025,INV12634,Pending,Awaiting payment,No,120,No,50,No,7.5,Yes,Not Scheduled
26-05-2025,XYZ Petroleum,Jabalpur,MS (Petrol),23,79000,1817000,IOCL/JAB/12635,23-05-2025,26-05-2025,INV12635,Pending,Cancelled due to issue,No,72,Yes,40.7,No,2.9,No,Not Scheduled
20-05-2025,ABC Fuels,Seoni,MS (Petrol),20,72500,1450000,IOCL/SEO/12636,16-05-2025,20-05-2025,INV12636,Paid,Delivered on time,No,96,No,44.9,No,7.5,Yes,Scheduled
14-05-2025,XYZ Petroleum,Narsinghpur,HSD (Diesel),16,79000,1264000,IOCL/NAR/12637,12-05-2025,14-05-2025,INV12637,Pending,Partially delivered,No,48,Yes,49.3,No,8.3,Yes,Not Scheduled
20-05-2025,Bharat Filling Station,Katni,XP100,14,81500,1141000,IOCL/KAT/12638,19-05-2025,20-05-2025,INV12638,Pending,Cancelled due to issue,No,24,Yes,40.8,No,4.7,No,Not Scheduled
16-05-2025,ABC Fuels,Katni,XP100,29,74000,2146000,IOCL/KAT/12639,13-05-2025,16-05-2025,INV12639,Pending,Cancelled due to issue,No,72,Yes,40.4,No,7.7,Yes,Not Scheduled
08-05-2025,XYZ Petroleum,Mandla,XP100,16,72500,1160000,IOCL/MAN/12640,03-05-2025,08-05-2025,INV12640,Pending,Delivered on time,No,120,No,46.8,No,4.6,No,Not Scheduled
14-05-2025,Highway Pumps,Narsinghpur,XP100,10,79000,790000,IOCL/NAR/12641,13-05-2025,14-05-2025,INV12641,Pending,Awaiting payment,No,24,Yes,45,No,7.1,Yes,Not Scheduled
18-05-2025,ABC Fuels,Chhindwara,HSD (Diesel),27,74000,1998000,IOCL/CHH/12642,16-05-2025,18-05-2025,INV12642,Paid,Partially delivered,No,48,Yes,46.6,No,7.9,Yes,Not Scheduled
28-05-2025,Highway Pumps,Sagar,XP100,6,72500,435000,IOCL/SAG/12643,23-05-2025,28-05-2025,INV12643,Paid,Cancelled due to issue,No,120,No,43.9,No,9.9,Yes,Scheduled
04-05-2025,ABC Fuels,Chhindwara,HSD (Diesel),13,79000,1027000,IOCL/CHH/12644,29-04-2025,04-05-2025,INV12644,Paid,Delivered on time,Yes,120,No,42.5,No,4.1,No,Not Scheduled
16-05-2025,Bharat Filling Station,Katni,HSD (Diesel),9,74000,666000,IOCL/KAT/12645,15-05-2025,16-05-2025,INV12645,Paid,Delivered on time,No,24,Yes,50.3,No,4.7,No,Not Scheduled
18-05-2025,ABC Fuels,Sagar,XP95,6,74000,444000,IOCL/SAG/12646,15-05-2025,18-05-2025,INV12646,Pending,Delivered on time,No,72,Yes,47.7,No,2.5,No,Scheduled
28-05-2025,Highway Pumps,Katni,MS (Petrol),14,72500,1015000,IOCL/KAT/12647,24-05-2025,28-05-2025,INV12647,Pending,Delivered on time,No,96,No,43,No,2.8,No,Not Scheduled
09-05-2025,SpeedWay Fuels,Sagar,XP95,14,79000,1106000,IOCL/SAG/12648,08-05-2025,09-05-2025,INV12648,Paid,Awaiting payment,No,24,Yes,44.8,No,7.2,Yes,Not Scheduled
28-05-2025,SpeedWay Fuels,Seoni,XP95,23,72500,1667500,IOCL/SEO/12649,24-05-2025,28-05-2025,INV12649,Pending,Delivered on time,No,96,No,48.9,No,9.3,Yes,Not Scheduled
12-05-2025,Highway Pumps,Sagar,MS (Petrol),5,74000,370000,IOCL/SAG/12650,08-05-2025,12-05-2025,INV12650,Paid,Awaiting payment,No,96,No,41.1,No,4.6,No,Not Scheduled
17-05-2025,SpeedWay Fuels,Sagar,XP100,15,72500,1087500,IOCL/SAG/12651,16-05-2025,17-05-2025,INV12651,Pending,Partially delivered,No,24,Yes,42.2,No,2.6,No,Not Scheduled
09-05-2025,SpeedWay Fuels,Seoni,MS (Petrol),30,79000,2370000,IOCL/SEO/12652,08-05-2025,09-05-2025,INV12652,Paid,Delivered on time,No,24,Yes,41.1,No,3.6,No,Not Scheduled
14-05-2025,XYZ Petroleum,Damoh,XP100,13,81500,1059500,IOCL/DAM/12653,13-05-2025,14-05-2025,INV12653,Pending,Cancelled due to issue,Yes,24,Yes,52.2,No,5.1,No,Not Scheduled
20-05-2025,Highway Pumps,Sagar,XP100,21,72500,1522500,IOCL/SAG/12654,18-05-2025,20-05-2025,INV12654,Pending,Delivered on time,No,48,Yes,51.3,No,3.6,No,Not Scheduled
10-05-2025,XYZ Petroleum,Damoh,XP95,13,81500,1059500,IOCL/DAM/12655,07-05-2025,10-05-2025,INV12655,Paid,Partially delivered,No,72,Yes,51.3,No,3.1,No,Not Scheduled
07-05-2025,ABC Fuels,Damoh,HSD (Diesel),26,79000,2054000,IOCL/DAM/12656,05-05-2025,07-05-2025,INV12656,Pending,Delivered on time,No,48,Yes,50.7,No,7.6,Yes,Scheduled
27-05-2025,ABC Fuels,Mandla,XP100,11,74000,814000,IOCL/MAN/12657,22-05-2025,27-05-2025,INV12657,Pending,Cancelled due to issue,No,120,No,50,No,1.1,No,Not Scheduled
12-05-2025,XYZ Petroleum,Katni,MS (Petrol),19,72500,1377500,IOCL/KAT/12658,11-05-2025,12-05-2025,INV12658,Paid,Partially delivered,No,24,Yes,47.2,No,5.9,No,Scheduled
20-05-2025,XYZ Petroleum,Katni,XP100,29,79000,2291000,IOCL/KAT/12659,18-05-2025,20-05-2025,INV12659,Pending,Cancelled due to issue,No,48,Yes,49.6,No,8.1,Yes,Not Scheduled
